1956967341,0,@tiffanylue i know  i was listenin to bad habit earlier and i started freakin at his part =[
1956967666,0,Layin n bed with a headache  ughhhh...waitin on your call...
1956967696,0,1eral ceremony...gloomy friday...
1956967789,1,wants to hang out with friends SOON!
1956968416,1,"@dannycastillo We want to trade with someone who has Houston tickets, but no one will."
1956968477,1,Re-pinging @ghostridah14: why didn't you go to prom? BC my bf didn't like my friends
1956968487,0,"I should be sleep, but im not! thinking about an old friend who I want. but he's married now. damn, &amp; he wants me 2! scandalous!"
1956968636,1,Hmmm. http://www.djhero.com/ is down
1956969035,0,@charviray Charlene my 1. I miss you
1956969172,0,@kelcouch I'm sorry  at least it's Friday?
1956969456,1,cant fall asleep
1956969531,1,Choked on her retainers
1956970047,0,Ugh! I have to beat this stupid song to get to the next  rude!
1956970424,0,@BrodyJenner if u watch the hills in london u will realise what tourture it is because were weeks and weeks late  i just watch itonlinelol
1956970860,1,Got the news
1956971077,0,The storm is here and the electricity is gone
1956971170,1,@annarosekerr agreed
1956971206,0,So sleepy again and it's not even that late. I fail once again.
1956971473,1,@PerezHilton lady gaga tweeted about not being impressed by her video leaking just so you know
1956971586,0,How are YOU convinced that I have always wanted you? What signals did I give off...damn I think I just lost another friend
1956971981,1,@raaaaaaek oh too bad! I hope it gets better. I've been having sleep issues lately too
1956972097,1,"Wondering why I'm awake at 7am,writing a new song,plotting my evil secret plots muahahaha...oh damn it,not secret anymore"
1956972116,1,No Topic Maps talks at the Balisage Markup Conference 2009   Program online at http://tr.im/mL6Z (via @bobdc) #topicmaps
1956972270,1,I ate Something I don't know what it is... Why do I keep Telling things about food
1956972359,0,so tired and i think i'm definitely going to get an ear infection.  going to bed &quot
1956972444,1,On my way home n having 2 deal w underage girls drinking gin on da bus while talking bout keggers......damn i feel old
1956972557,0,"@IsaacMascote  i'm sorry people are so rude to you, isaac, they should get some manners and know better than to be so lewd!"
1956972884,1,Damm servers still down  i need to hit 80 before all the koxpers pass me
1956973598,0,Fudge.... Just BS'd that whole paper.... So tired.... Ugh I 0 school.....  time to sleep!!!!!!!!!!!
1956973690,1,I 0 CANCER. I 0 IT I 0 IT I 0 IT.
1956974706,0,It is so annoying when she starts typing on her computer in the middle of the night!
1956975441,1,@cynthia_123 i cant sleep
1956975860,1,I missed the bl***y bus!!!!!!!!
1956975876,1,feels strong contractions but wants to go out.  http://plurk.com/p/wxidk
1956975927,1,SoCal!  stoked. or maybe not.. tomorrow
1956976187,1,Screw you @davidbrussee! I only have 3 weeks...
1956976312,0,@ether_radio yeah :S i feel all 1ny cause i haven't slept enough  i woke my mum up cause i was singing she's not impressed :S you?
1956976371,1,I need skott right now
1956976557,1,has work this afternoon
1956976681,1,@GABBYiSACTiVE Aw you would not unfollow me would you? Then I would cry
1956977084,1,mmm much better day... so far! it's still quite early. last day of #uds
1956977187,1,@DavidArchie &lt
1956977618,1,just picked up her Blackberry from the middle of the street! Both she and it are crushed!
1956977624,1,Why do I have the feeling I should be packing and hitting for SFO around this time of the year? I think I'm missing something...
1956978276,0,@creyes middle school and elem. High schools will remain open for those who need credits to graduate. Cali is broken
1956978410,1,"Bed!!!!!... its time,..... hope i go to school tomorrow, all though i don't feel very well right now"
1956978668,1,"@onscrn Ahh.  ... Well, I was hoping that I could learn some stuff on the way. ... Why not you and I work on separate things but also"
1956979150,0,I'm having a problem with my photo here in twitter amf!!!...can't see my face!
1956979437,1,"@jakeboyd, oh noooo!  if i blow a tire you're reaaaally going to have to send up some batman smoke."
1956979756,1,wnna take a bath!!!!
1956979894,1,Chocolate milk is so much better through a straw. I lack said straw
1956979900,1,why am i so tired?
1956979917,0,@djmicdamn hey yu lil fucker i textd yu
1956980788,1,"@Mennard time diff and i've just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs"
1956980883,1,@benballer  no way! damn that sucks B!  are you ok?
